 [antenna_pattern.dat]

  É” = 0.000 Åãplane
   É∆(deg)       EÉ”       EÉ∆       ER        EL 
   168.000  -30.0000  -15.8135  -15.8135  -15.8135
   169.000  -30.0000  -16.5752  -16.5752  -16.5752
   170.000  -30.0000  -17.4085  -17.4085  -17.4085
   171.000  -30.0000  -18.3287  -18.3287  -18.3287
   172.000  -30.0000  -19.3563  -19.3563  -19.3563
   173.000  -30.0000  -20.5202  -20.5202  -20.5202
   174.000  -30.0000  -21.8627  -21.8627  -21.8627
   175.000  -30.0000  -23.4493  -23.4493  -23.4493
   176.000  -30.0000  -25.3900  -25.3900  -25.3900
   177.000  -30.0000  -27.8907  -27.8907  -27.8907
   178.000  -30.0000  -30.0000  -30.0000  -30.0000
   179.000  -30.0000  -30.0000  -30.0000  -30.0000
   180.000  -30.0000  -30.0000  -30.0000  -30.0000
   181.000  -30.0000  -30.0000  -30.0000  -30.0000
   182.000  -30.0000  -30.0000  -30.0000  -30.0000
   183.000  -30.0000  -27.8907  -27.8907  -27.8907
   184.000  -30.0000  -25.3900  -25.3900  -25.3900
   185.000  -30.0000  -23.4493  -23.4493  -23.4493
   186.000  -30.0000  -21.8627  -21.8627  -21.8627
   187.000  -30.0000  -20.5202  -20.5202  -20.5202
   188.000  -30.0000  -19.3563  -19.3563  -19.3563
   189.000  -30.0000  -18.3287  -18.3287  -18.3287
   190.000  -30.0000  -17.4085  -17.4085  -17.4085
   191.000  -30.0000  -16.5752  -16.5752  -16.5752
   192.000  -30.0000  -15.8135  -15.8135  -15.8135
   193.000  -30.0000  -15.1120  -15.1120  -15.1120
   194.000  -30.0000  -14.4616  -14.4616  -14.4616
   195.000  -30.0000  -13.8552  -13.8552  -13.8552
   196.000  -30.0000  -13.2872  -13.2872  -13.2872
   197.000  -30.0000  -12.7530  -12.7530  -12.7530
   198.000  -30.0000  -12.2485  -12.2485  -12.2485
   199.000  -30.0000  -11.7707  -11.7707  -11.7707
   200.000  -30.0000  -11.3168  -11.3168  -11.3168
   201.000  -30.0000  -10.8844  -10.8844  -10.8844
   202.000  -30.0000  -10.4716  -10.4716  -10.4716
   203.000  -30.0000  -10.0767  -10.0767  -10.0767
   204.000  -30.0000   -9.6982   -9.6982   -9.6982
   205.000  -30.0000   -9.3348   -9.3348   -9.3348
   206.000  -30.0000   -8.9853   -8.9853   -8.9853
   207.000  -30.0000   -8.6488   -8.6488   -8.6488
   208.000  -30.0000   -8.3243   -8.3243   -8.3243
   209.000  -30.0000   -8.0111   -8.0111   -8.0111
   210.000  -30.0000   -7.7085   -7.7085   -7.7085
   211.000  -30.0000   -7.4157   -7.4157   -7.4157
   212.000  -30.0000   -7.1323   -7.1323   -7.1323
   213.000  -30.0000   -6.8578   -6.8578   -6.8578
   214.000  -30.0000   -6.5917   -6.5917   -6.5917
   215.000  -30.0000   -6.3336   -6.3336   -6.3336
   216.000  -30.0000   -6.0831   -6.0831   -6.0831
   217.000  -30.0000   -5.8398   -5.8398   -5.8398
   218.000  -30.0000   -5.6036   -5.6036   -5.6036
   219.000  -30.0000   -5.3740   -5.3740   -5.3740
   220.000  -30.0000   -5.1509   -5.1509   -5.1509
   221.000  -30.0000   -4.9340   -4.9340   -4.9340
   222.000  -30.0000   -4.7231   -4.7231   -4.7231
   223.000  -30.0000   -4.5180   -4.5180   -4.5180
   224.000  -30.0000   -4.3186   -4.3186   -4.3186
   225.000  -30.0000   -4.1246   -4.1246   -4.1246
   226.000  -30.0000   -3.9360   -3.9360   -3.9360
   227.000  -30.0000   -3.7527   -3.7527   -3.7527
   228.000  -30.0000   -3.5744   -3.5744   -3.5744
   229.000  -30.0000   -3.4011   -3.4011   -3.4011
   230.000  -30.0000   -3.2327   -3.2327   -3.2327
   231.000  -30.0000   -3.0691   -3.0691   -3.0691
   232.000  -30.0000   -2.9102   -2.9102   -2.9102
   233.000  -30.0000   -2.7560   -2.7560   -2.7560
   234.000  -30.0000   -2.6063   -2.6063   -2.6063
   235.000  -30.0000   -2.4612   -2.4612   -2.4612
   236.000  -30.0000   -2.3205   -2.3205   -2.3205
   237.000  -30.0000   -2.1842   -2.1842   -2.1842
   238.000  -30.0000   -2.0523   -2.0523   -2.0523
   239.000  -30.0000   -1.9246   -1.9246   -1.9246
   240.000  -30.0000   -1.8013   -1.8013   -1.8013
   241.000  -30.0000   -1.6822   -1.6822   -1.6822
   242.000  -30.0000   -1.5674   -1.5674   -1.5674
   243.000  -30.0000   -1.4567   -1.4567   -1.4567
   244.000  -30.0000   -1.3501   -1.3501   -1.3501
   245.000  -30.0000   -1.2478   -1.2478   -1.2478
   246.000  -30.0000   -1.1495   -1.1495   -1.1495
   247.000  -30.0000   -1.0553   -1.0553   -1.0553
   248.000  -30.0000   -0.9652   -0.9652   -0.9652
   249.000  -30.0000   -0.8792   -0.8792   -0.8792
   250.000  -30.0000   -0.7973   -0.7973   -0.7973
   251.000  -30.0000   -0.7194   -0.7194   -0.7194
   252.000  -30.0000   -0.6455   -0.6455   -0.6455
   253.000  -30.0000   -0.5756   -0.5756   -0.5756
   254.000  -30.0000   -0.5098   -0.5098   -0.5098
   255.000  -30.0000   -0.4480   -0.4480   -0.4480
   256.000  -30.0000   -0.3902   -0.3902   -0.3902
   257.000  -30.0000   -0.3364   -0.3364   -0.3364
   258.000  -30.0000   -0.2866   -0.2866   -0.2866
   259.000  -30.0000   -0.2408   -0.2408   -0.2408
   260.000  -30.0000   -0.1990   -0.1990   -0.1990
   261.000  -30.0000   -0.1612   -0.1612   -0.1612
   262.000  -30.0000   -0.1273   -0.1273   -0.1273
   263.000  -30.0000   -0.0975   -0.0975   -0.0975
   264.000  -30.0000   -0.0716   -0.0716   -0.0716
   265.000  -30.0000   -0.0497   -0.0497   -0.0497
   266.000  -30.0000   -0.0318   -0.0318   -0.0318
   267.000  -30.0000   -0.0179   -0.0179   -0.0179
   268.000  -30.0000   -0.0080   -0.0080   -0.0080
   269.000  -30.0000   -0.0020   -0.0020   -0.0020
   270.000  -30.0000    0.0000    0.0000    0.0000
   271.000  -30.0000   -0.0020   -0.0020   -0.0020
   272.000  -30.0000   -0.0080   -0.0080   -0.0080
   273.000  -30.0000   -0.0179   -0.0179   -0.0179
   274.000  -30.0000   -0.0318   -0.0318   -0.0318
   275.000  -30.0000   -0.0497   -0.0497   -0.0497
   276.000  -30.0000   -0.0716   -0.0716   -0.0716
   277.000  -30.0000   -0.0975   -0.0975   -0.0975
   278.000  -30.0000   -0.1273   -0.1273   -0.1273
   279.000  -30.0000   -0.1612   -0.1612   -0.1612
   280.000  -30.0000   -0.1990   -0.1990   -0.1990
   281.000  -30.0000   -0.2408   -0.2408   -0.2408
   282.000  -30.0000   -0.2866   -0.2866   -0.2866
   283.000  -30.0000   -0.3364   -0.3364   -0.3364
   284.000  -30.0000   -0.3902   -0.3902   -0.3902
   285.000  -30.0000   -0.4480   -0.4480   -0.4480
   286.000  -30.0000   -0.5098   -0.5098   -0.5098
   287.000  -30.0000   -0.5756   -0.5756   -0.5756
   288.000  -30.0000   -0.6455   -0.6455   -0.6455
   289.000  -30.0000   -0.7194   -0.7194   -0.7194
   290.000  -30.0000   -0.7973   -0.7973   -0.7973
   291.000  -30.0000   -0.8792   -0.8792   -0.8792
   292.000  -30.0000   -0.9652   -0.9652   -0.9652
   293.000  -30.0000   -1.0553   -1.0553   -1.0553
   294.000  -30.0000   -1.1495   -1.1495   -1.1495
   295.000  -30.0000   -1.2478   -1.2478   -1.2478
   296.000  -30.0000   -1.3501   -1.3501   -1.3501
   297.000  -30.0000   -1.4567   -1.4567   -1.4567
   298.000  -30.0000   -1.5674   -1.5674   -1.5674
   299.000  -30.0000   -1.6822   -1.6822   -1.6822
   300.000  -30.0000   -1.8013   -1.8013   -1.8013
   301.000  -30.0000   -1.9246   -1.9246   -1.9246
   302.000  -30.0000   -2.0523   -2.0523   -2.0523
   303.000  -30.0000   -2.1842   -2.1842   -2.1842
   304.000  -30.0000   -2.3205   -2.3205   -2.3205
   305.000  -30.0000   -2.4612   -2.4612   -2.4612
   306.000  -30.0000   -2.6063   -2.6063   -2.6063
   307.000  -30.0000   -2.7560   -2.7560   -2.7560
