 [antenna_pattern.dat]

  É” = 0.000 Åãplane
   É∆(deg)       EÉ”       EÉ∆       ER        EL 
   269.000  -14.8700  -30.0000  -15.8729  -15.9923
   270.000  -14.8707  -30.0000  -15.9331  -15.9331
   271.000  -14.8700  -30.0000  -15.9923  -15.8729
   272.000  -14.8680  -30.0000  -16.0493  -15.8128
   273.000  -14.8645  -30.0000  -16.1029  -15.7539
   274.000  -14.8597  -30.0000  -16.1518  -15.6975
   275.000  -14.8535  -30.0000  -16.1947  -15.6445
   276.000  -14.8460  -30.0000  -16.2304  -15.5959
   277.000  -14.8370  -30.0000  -16.2575  -15.5528
   278.000  -14.8267  -30.0000  -16.2749  -15.5162
   279.000  -14.8150  -30.0000  -16.2812  -15.4871
   280.000  -14.8019  -30.0000  -16.2754  -15.4663
   281.000  -14.7874  -30.0000  -16.2563  -15.4550
   282.000  -14.7715  -30.0000  -16.2228  -15.4540
   283.000  -14.7542  -30.0000  -16.1740  -15.4645
   284.000  -14.7355  -30.0000  -16.1093  -15.4874
   285.000  -14.7154  -30.0000  -16.0279  -15.5237
   286.000  -14.6939  -30.0000  -15.9293  -15.5747
   287.000  -14.6710  -30.0000  -15.8134  -15.6415
   288.000  -14.6467  -30.0000  -15.6799  -15.7253
   289.000  -14.6209  -30.0000  -15.5289  -15.8275
   290.000  -14.5938  -30.0000  -15.3606  -15.9494
   291.000  -14.5652  -30.0000  -15.1755  -16.0928
   292.000  -14.5352  -30.0000  -14.9741  -16.2591
   293.000  -14.5038  -30.0000  -14.7571  -16.4503
   294.000  -14.4710  -30.0000  -14.5253  -16.6684
   295.000  -14.4368  -30.0000  -14.2796  -16.9153
   296.000  -14.4012  -29.2537  -14.0210  -17.1935
   297.000  -14.3643  -27.8036  -13.7506  -17.5052
   298.000  -14.3259  -26.4563  -13.4695  -17.8530
   299.000  -14.2862  -25.1987  -13.1788  -18.2389
   300.000  -14.2451  -24.0197  -12.8795  -18.6648
   301.000  -14.2027  -22.9101  -12.5728  -19.1316
   302.000  -14.1590  -21.8621  -12.2597  -19.6381
   303.000  -14.1140  -20.8695  -11.9414  -20.1798
   304.000  -14.0677  -19.9267  -11.6188  -20.7460
   305.000  -14.0202  -19.0292  -11.2929  -21.3163
   306.000  -13.9714  -18.1730  -10.9646  -21.8556
   307.000  -13.9215  -17.3548  -10.6348  -22.3099
   308.000  -13.8703  -16.5716  -10.3043  -22.6084
   309.000  -13.8181  -15.8209   -9.9738  -22.6776
   310.000  -13.7647  -15.1005   -9.6441  -22.4693
   311.000  -13.7103  -14.4084   -9.3158  -21.9853
   312.000  -13.6548  -13.7429   -8.9896  -21.2764
   313.000  -13.5983  -13.1024   -8.6660  -20.4167
   314.000  -13.5409  -12.4856   -8.3455  -19.4765
   315.000  -13.4826  -11.8912   -8.0286  -18.5085
   316.000  -13.4235  -11.3182   -7.7159  -17.5468
   317.000  -13.3635  -10.7656   -7.4076  -16.6112
   318.000  -13.3028  -10.2324   -7.1041  -15.7121
   319.000  -13.2413   -9.7179   -6.8059  -14.8537
   320.000  -13.1792   -9.2213   -6.5132  -14.0373
   321.000  -13.1165   -8.7420   -6.2263  -13.2619
   322.000  -13.0533   -8.2793   -5.9454  -12.5259
